Label,Monthly Income,Ethnic Pupils Ratio (%),Students/ Teacher,Urban Ratio,Poverty Rate
0,0.09065667292848627,0.7479525409491808,0.26618122977346276,0.13707768452765223,0.5880852828394464
1,0.4212419873975097,0.07860842783144338,0.420864268037312,0.29910252028506684,0.11689895063094405
