Label,Math,Literature,English,Physic,Chemistry,Biology,Geography,History,Civic Education
0,5.659076988901529,6.059589354022884,4.81962511114572,6.499245830285859,6.631309779439459,5.647756277352283,6.881958133461864,4.919888098319493,8.227904771937848
1,6.614581008473901,6.438082251996569,5.750277520695195,6.580168947083405,6.670439766352109,5.573000749167452,6.99492013202861,5.007699399079404,8.417800395309428
