CityCode,Area,Math,Literature,English,Physic,Chemistry,Biology,Geography,History,Civic Education,A,B,C,A1,D1,A-BK,A1-BK
1,1,6.951270376559826,6.787373336282118,6.463422857273915,6.747614764367632,6.2918458723841315,5.033328989379032,6.777885786392382,4.854948880020972,8.171540157094624,21.182954692347465,19.50210322244306,18.501420454545453,21.854672771795645,20.65683290678103,22.00129144583764,22.514281221696688
16,1,6.823687810497516,6.833031837916064,6.27416690401595,7.087430706194263,6.908341357727491,5.793766904352102,7.325269095425377,5.6596552431766876,9.048253747488797,22.11374969740983,20.879025110782866,19.78448275862069,21.73017046878917,20.93456043432708,22.675435729847493,22.412092629731763
19,1,6.958074419747022,6.55344303954382,5.990399776738994,7.093796587709127,6.832367069736624,5.067028071944865,6.902347231851045,4.891971375355357,8.454210589362722,22.07176480372588,20.06116153975458,18.263994847914397,21.682610912799593,19.932969111157806,22.662131986027944,22.37350841407445
17,1,6.139095056096659,6.29877747591998,5.874866778596978,6.864224818440165,6.385274516026659,5.31205501618123,6.850678472861086,4.786468256992607,8.31723396296989,21.33957800511509,19.80302588996764,17.864210082099287,22.054858167590478,18.848351204465335,22.067790920716114,22.599539452233454
21,1,6.918498490378982,6.614278552547626,5.969535920008695,7.004434756464221,6.732342840077647,5.358890577507599,7.101761985409067,5.026868627832976,8.702792158194008,21.88684488747923,20.26023867436911,18.67940735428348,21.659421077137978,20.10933609958506,22.534843679202538,22.37172706813596
3,1,6.967890691716482,6.365921007392126,6.5088320716088175,6.924991572086752,6.5484169754125965,5.525144902829867,7.144451797157982,5.143849618849619,8.831569881889763,21.557381301454832,20.16447891805887,18.53932877953579,22.255268903700298,20.2963009838571,22.2334019397767,22.757126235348196
22,1,6.771159471994292,6.081690090348487,5.624703540206007,6.966765140324963,6.897534952170714,5.154433867735471,6.802700656234225,4.889209101844426,8.191067408290293,22.052761951944515,20.30478576797795,17.7140260527113,21.315562069844507,19.11473455178416,22.680393856824374,22.146307035432066
26,1,7.056934370741571,6.47629281546479,5.968668540761564,6.8162858268492075,6.884185225154518,5.522611687275628,7.112609358696525,5.150211847469822,8.707748691099477,21.750756377298792,20.47549616036701,18.525835073068894,21.247235772357723,19.952543765080343,22.355365087996837,21.98422256097561
24,1,7.109369105009432,7.145301837270341,5.874388333132457,6.979609647730879,7.027645754119138,5.576469638242894,7.270407360805285,5.39588849088927,8.875749081770733,22.196827168367346,20.82735788113695,19.72745159767039,21.69321170282709,20.668731848983544,22.790158641581634,22.422965976331362
25,1,7.422892490649276,6.821340101029726,6.4557580332111275,7.033796074676879,7.174040026812219,5.865448181994944,7.502993283364159,5.704014350819354,8.988093802748976,22.35590214361242,21.204608653378706,20.002946619910382,21.82534509958588,21.08099994586108,22.87948067865039,22.497341500690197
