CityCode,Area,Math,Literature,English,Physic,Chemistry,Biology,Geography,History,Civic Education,A,B,C,A1,D1,A-BK,A1-BK
1,1,7.011634856249126,6.789054662379421,5.181432352941177,6.880004122861266,6.499989691571829,5.091107474086198,6.744546007373342,5.221485928844938,8.026407497631615,21.747653617339935,19.98061734094343,18.840279494248502,20.874577395472247,19.49886469604346,22.589235865540626,21.93907594042881
16,1,6.814301013263036,6.951928684495543,4.827346848832085,7.090773809523809,6.983371072742711,5.8157358929610234,7.056557181958825,5.649807265506366,8.680193365265213,22.39047619047619,21.189551804423747,19.644017857142856,20.491477440283102,19.67345460577242,23.02284003421728,21.632424063698025
19,1,7.119956140350877,6.178872460964488,4.568628940372199,7.199752475247525,6.970605700712589,5.23562412342216,6.7356324914383565,5.100021101498206,8.125077591558039,22.570649143767422,20.60982965931864,17.96725744270722,20.536818273294426,18.241521805428484,23.227090800477896,21.702462769168847
17,1,6.005615342163355,6.171516265519872,4.3080399967482315,6.7683251044436,6.366095238095238,5.346273897776044,6.571602152404097,4.831639996613327,7.987291666666667,21.339996159754225,19.953765119001172,17.51025017373176,20.479795597484276,16.99759862778731,22.153211405529955,21.519811320754716
21,1,6.942940513975632,6.634274151706963,4.511744031026542,7.070515097690941,7.054083788065482,5.327146690518783,6.883532956131972,5.21109331780463,8.305216989843029,22.490932642487046,20.756261180679786,18.695531445384333,20.37797368901882,18.661332480350943,23.145580221547256,21.563418143614104
3,1,7.172976480129765,6.600103847835593,5.019762373873067,7.077153019524746,6.910527908032067,5.797664771854356,7.040682246190721,5.558831014591109,8.605111696419861,22.342993145468395,21.074012905208175,19.120471867774256,21.070931319109174,19.187247436896698,23.018288271134807,22.06780680579349
22,1,6.814901960784313,6.125169282243289,4.266026520347508,6.999360795454545,7.072745320476461,5.238563049853372,6.720956336289146,5.08696126568467,8.021897066811515,22.48928469241774,20.838533724340177,17.905354534217327,20.296423292935266,17.799769776222487,23.16906652360515,21.563065326633165
26,1,7.245991324317428,6.802330122363967,4.62447709593777,6.858222146196829,7.00802063258134,5.597329788463761,6.892816527672479,5.491363124295907,8.40590015992689,22.139953030129455,20.89092380622037,19.04200644794235,20.120531400966183,19.044684481462202,22.815160671325465,21.30324761399788
24,1,7.263523631258774,7.212086151655393,4.545480408638303,7.001264907842429,6.956051873198847,5.474455920324603,7.104002153625269,5.736183980412732,8.552169110263105,22.375809385230994,20.885571955719556,20.001122284072544,20.671404557340306,19.40259158222915,23.09822662786468,21.833474971983563
25,1,7.633261756495598,7.272775423728813,5.121936604949368,7.210627574246694,7.296014923759057,5.934308568923954,7.283764057093426,5.886717910126855,8.708760826115922,22.93281861678991,21.664102564102564,20.432610107131264,20.897035812672176,20.393695076441556,23.519660722053068,21.994561983471073
27,1,7.223166612182631,7.008903055616619,4.872248745256457,7.1631310003096935,6.982347475998761,5.557443109987358,7.198378839590443,5.729827819041188,8.757421243941842,22.528853939582685,20.935583306987038,19.89821611471492,20.777167354715782,19.584888151425762,23.18449470569916,21.873634487138773
5,2,4.503645461043603,5.218304779080253,3.2374360990955564,5.8900943396226415,6.144859813084112,5.4375,6.011621953716977,4.5337650781095515,7.174921028880866,19.414885496183206,19.52530737704918,15.692780968006563,18.534851694915254,13.129812623274162,20.10658396946565,19.6828125
6,2,5.105440647482014,5.731337480559875,3.659242191500256,6.49732905982906,6.814465408805032,5.780459770114943,6.601612903225806,5.305651105651106,7.690043604651163,21.251101321585903,20.703218390804597,17.568791946308725,19.818004866180047,14.70513778006696,21.90033039647577,20.885036496350367
11,2,5.434222696549271,5.918856534090909,3.6715815485996703,6.468181818181818,6.909598214285714,5.78953488372093,6.96322594319627,5.380869227784245,8.310845332094752,21.342056074766354,20.70813953488372,18.206382978723404,19.470631067961165,15.239038541234978,21.944158878504673,20.573847087378642
9,2,5.659213511469624,6.389008348090059,3.7304121593865536,6.4677152317880795,6.930434782608696,5.989653243847875,6.755740821997953,5.239032901296111,8.062906037078118,21.376923076923077,20.903076062639823,18.334579302257403,19.318843069874,15.977358490566038,22.00978260869565,20.464733676975946
8,2,6.246940063091483,6.424774560987186,3.9935540069686413,6.706494587843464,6.729235880398671,5.930555555555555,6.955018845467169,5.4293298266121175,8.379531970995385,21.437186978297163,20.663678451178452,18.720480254018653,19.589261460101866,16.91413119330077,22.07538606010017,20.69894949066214
13,2,5.630802721088435,5.834626378113516,4.170138778114532,6.701423267326732,6.9375,5.747790404040404,6.618107125928267,4.909507095986571,7.89705069124424,21.7791875,20.895454545454545,17.291429475015814,20.199295774647887,15.973652215645497,22.439015625,21.280073623559538
12,2,6.056414321574845,6.5599766042780745,4.044662737393582,6.525031191515907,6.777093596059113,5.455873015873016,6.641553204405516,5.003839986496751,7.942952275249723,21.34507064364207,20.4004287075262,18.156581003646465,19.514830508474578,17.308014324524574,22.046197017268447,20.720950130378096
10,2,5.369353514020885,6.082619159427096,3.855055716054478,6.423826173826174,6.424168297455969,5.678018575851393,6.820932607215793,5.115530051744726,8.059995190766271,20.69341836734694,20.036866597724924,17.947337962962962,19.65681576144835,15.715481460985059,21.425012755102042,20.675678913738018
18,2,6.665963855421687,6.534427217013253,4.484848854961832,6.981845688350983,7.003880146583316,5.592318650010958,6.920527490929389,5.258129941560674,8.37122633464097,22.35853127042929,20.980447172292855,18.66094622905028,20.45044286979628,18.205120500398603,23.047684680758334,21.61976306465899
15,2,6.595132936219672,6.530152224824356,4.531109271523179,6.935509838998211,7.03233297606288,5.722497249724973,7.136162584970668,5.576018306636156,8.660560807907176,22.293912572254335,21.113641364136413,19.253051336998045,20.27940634218289,18.06871313450195,22.957735729768785,21.45125829646018
62,2,5.631208791208791,6.380352303523035,3.6699640667934896,6.197997416020672,6.678388746803069,5.604054054054054,6.614625392552714,5.293211162015827,7.88531477301229,20.64550195567145,20.09533783783784,18.188173249551166,18.512723521320495,15.891055532005087,21.309680573663623,19.72319463548831
7,2,5.877126189745164,5.429337829552422,3.8963243652898827,6.409680638722555,6.707256461232604,5.8859375,6.644905660377359,5.368846568451311,8.100696055684455,20.89727272727273,20.444479166666667,17.354716981132075,18.929769392033542,15.73159893657425,21.512954545454544,20.076572327044026
14,2,4.7561974152138085,5.724717145343777,3.3553002070393374,6.05543358946213,6.507944915254237,5.763544018058691,6.254644489835619,4.676102699144174,7.688843930635838,20.275,20.042033898305085,16.604734332425068,18.31959619952494,14.208386962839942,20.951719798657717,19.52894893111639
23,2,4.927722228326558,5.823625401039938,3.400754432289702,6.4356585788561524,6.687012987012987,5.326558265582656,6.354530848329049,4.835159989921895,7.692370249889103,21.116887125220458,20.088392050587174,16.966210133744855,18.935635864592864,14.462410003789314,21.815046296296295,20.190885178408053
28,3,6.15436867881879,7.049947369959943,3.882094062834477,6.649768005905305,6.551656358108817,5.1638951673662685,6.624361520998865,4.940040080160321,7.89677657480315,21.32294117647059,19.837014314928425,18.576693469785575,19.305492341356675,17.34799860882762,22.089678060413355,20.57793216630197
29,3,6.413522694186535,6.564869550858653,3.98981435730924,6.5956579555966695,6.637529934998289,5.2075937463265545,6.759904168004035,5.036883199418948,7.920468757816799,21.371016179722965,20.00607289829512,18.355016753109652,19.356132889546352,17.10849682477738,22.13794668839483,20.628064903846155
30,3,6.6436655906186175,6.7780355116480875,4.084005563282337,6.9914772727272725,6.976515151515152,5.402011494252873,7.022888869382022,5.349536836637521,8.123612884218796,22.347051425377305,20.782916666666665,19.16897476479381,20.137714116952157,17.76357584228336,23.04725055897149,21.400716184288246
31,3,6.06222767141375,6.628183726032624,3.8714973906061823,6.78505092869982,6.808876270173341,5.4935615577889445,6.628455425017277,4.874915787109813,7.982249059351863,21.78349544072948,20.51089824120603,18.089145722849896,20.039276568501922,16.645844679778115,22.47558510638298,21.18051376440461
