CityCode,Area,Math,Literature,English,Physic,Chemistry,Biology,Geography,History,Civic Education,A,B,C,A1,D1,A-BK,A1-BK
1,1,6.034565399475832,5.5600577884995435,5.028248431155408,5.716869035683785,5.194558692752334,4.362989423942394,6.007262462922208,4.246835443037975,7.3054529374888055,18.045933470379367,16.697812628972347,15.827451843909165,18.319691867976978,17.092537521059707,18.887922350962437,19.173373693277476
16,1,5.771241187079849,5.928143341324295,4.545586199552763,6.135895404120443,5.7571447299423175,4.9401305274374,6.34783523752255,4.759904534606205,8.078611402588317,19.18340848806366,17.997371931696904,16.964749759384024,18.27143643368189,17.26377431075016,19.84588527851459,19.22059713813979
19,1,6.049796434086761,5.1355818233295585,4.329651524579963,6.310344827586207,5.748233562315996,4.481124577786608,6.00257006817444,4.257546460414653,7.372000749812547,19.505964391691396,17.69985092426953,15.26396255005953,18.511279630373643,15.887539985956153,20.21662462908012,19.47895992366412
17,1,4.97103673701414,4.989984232781481,3.902665576451349,5.5479348556077905,5.1553648783738755,4.5125936010891765,5.809298292422626,4.009010786635096,7.165813424345847,17.505050675675676,16.499012597889003,14.68285574441577,17.145975820379967,14.274770152684289,18.23263935810811,17.98020725388601
21,1,5.880570298678323,5.901449275362319,4.241503852080124,5.845112384975109,5.4994409660107335,4.578983204720835,6.208717815151064,4.369105781330965,7.584851883001589,18.37670652338429,17.098955811138016,16.357376805121334,17.51076862123613,16.63419733993195,19.05618662025125,18.47699881141046
3,1,6.09802774165583,5.634517418930763,4.69943516261371,6.049664179104478,5.613393255088397,4.857562076749436,6.272282561848116,4.488786166752268,7.917122885912601,18.941599038172527,17.742110809996987,16.29384111101527,18.47651769371568,16.79298460253044,19.658002705139765,19.3108812538133
22,1,5.745790754257907,5.205307377049181,3.963030914594991,5.490438871473354,5.182478721195765,4.270526315789474,5.9865296803652965,4.1274982966159435,7.16474762351051,17.508177815055568,16.28197135636057,15.189263278126784,17.539664332286886,15.372512655315232,18.257208010065003,18.615748007727603
26,1,6.136636589098201,5.730180228503996,4.340082840236686,5.90818893236445,5.625400242906039,4.715089585666293,6.105208021550434,4.416451484755189,7.636698022190063,18.75349332735225,17.5581998431724,15.97347010082859,17.853941055517478,16.611677748753266,19.482278232589437,18.8118745716244
24,1,6.183261250730567,6.306717213600284,4.350045507736315,6.170365767045454,5.707512315270936,4.907577393808495,6.486856223175966,4.89985189057327,8.039057781356956,19.30602495543672,18.097678185745142,17.603559291718835,18.62553387334315,17.26230939658543,20.04807486631016,19.57255614874816
25,1,6.5227506849315064,6.0411953870037705,4.891588102913448,6.195166098807496,5.935453100158982,4.9523006955591224,6.3961291800274855,4.827131297013905,8.003391134107117,19.546629273504273,18.3001979880137,17.14056236399038,18.67450842696629,17.874697839091684,20.221446314102565,19.56892691227312
27,1,6.0466561938958705,5.984847626600204,4.486031265758951,6.16344262295082,5.686093902836649,4.9000830564784055,6.418821096173733,4.867271793115259,8.092449766592248,19.217611202635915,17.932795877659576,17.19625,18.462814914343298,16.99289417119737,19.934839373970345,19.37222035606315
5,2,3.6916470588235293,4.107241379310345,3.083584699453552,4.185687263556116,4.141624040920716,4.049071618037135,5.301252970403975,3.795551753635586,6.370453443258972,13.534685863874346,13.36001326259947,13.135562999783877,12.858005249343831,11.08687458673132,14.011943717277488,13.452755905511811
6,2,4.249330700021944,4.930817947617003,3.3814174805910344,4.327464788732394,4.439821182943604,4.434671532846715,5.868866328257191,4.416469754253308,6.914002828854314,14.405293276108727,14.544233576642336,15.119105199516325,13.938612368024133,12.779388832997988,15.047317596566524,14.69264705882353
11,2,4.393527738264581,5.2449378330373,3.6984152783421376,5.1689655172413795,5.218120805369128,4.916083916083916,6.098174889691135,4.537130637636081,7.515058876811594,16.81660777385159,16.52097902097902,15.79124849458049,16.95617529880478,13.57844616639478,17.42411660777385,17.67609561752988
